0,8.777930e-09
1,3.258084e-03
2,6.724587e-03
3,1.041995e-02
4,1.436731e-02
5,1.859303e-02
6,2.312718e-02
7,2.800428e-02
8,3.326409e-02
9,3.895267e-02
10,4.512360e-02
11,5.183955e-02
12,5.917429e-02
13,6.721512e-02
14,7.606605e-02
15,8.585183e-02
16,9.672319e-02
17,1.088636e-01
18,1.224983e-01
19,1.379061e-01
20,1.554350e-01
21,1.755243e-01
22,1.987342e-01
23,2.257898e-01
24,2.576485e-01
25,2.956228e-01
26,3.416292e-01
27,3.985488e-01
28,4.690979e-01
29,5.505413e-01
30,6.286891e-01
31,6.878651e-01
32,7.315115e-01
33,7.430379e-01
34,7.547268e-01
35,7.666523e-01
36,7.788953e-01
37,7.915453e-01
38,8.047023e-01
39,8.184799e-01
40,8.330089e-01
41,8.484415e-01
42,8.649562e-01
43,8.827632e-01
44,9.021090e-01
45,9.232787e-01
46,9.465924e-01
47,9.723970e-01
48,1.001056e+00
49,1.032947e+00
50,1.068452e+00
51,1.107925e+00
52,1.151607e+00
53,1.199561e+00
54,1.251646e+00
55,1.307508e+00
56,1.366586e+00
57,1.428133e+00
58,1.491291e+00
59,1.555156e+00
60,1.618841e+00
61,1.681469e+00
